WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,PWD_POPULATION,PWD_DENSITY,PWD_AREA_KM2,PWD_G,PWD_D10
2018-09-01,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,17424.0,Political violence,1563,-0.8302,37.0029,2018,1088023.4,430.46,2527.6,624.4000000000001,15519.380000000001
2018-09-29,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,9228.0,Political violence,1563,-0.8302,37.0029,2018,1088023.4,430.46,2527.6,624.4000000000001,15519.380000000001
2019-09-07,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,5439.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2019-12-14,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,24626.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2020-02-08,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,12612.0,Political violence,1563,-0.8302,37.0029,2020,1101249.0,435.7,2527.6,621.2,14532.5
2020-08-15,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,21009.0,Political violence,1563,-0.8302,37.0029,2020,1101249.0,435.7,2527.6,621.2,14532.5
2020-10-03,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,21836.0,Political violence,1563,-0.8302,37.0029,2020,1101249.0,435.7,2527.6,621.2,14532.5
2021-09-11,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,25553.0,Political violence,1563,-0.8302,37.0029,2021,1125476.4780000001,445.2854,2583.2072,634.8664000000001,14852.215
2021-09-25,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,10431.0,Political violence,1563,-0.8302,37.0029,2021,1125476.4780000001,445.2854,2583.2072,634.8664000000001,14852.215
2021-10-30,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,0,14023.0,Political violence,1563,-0.8302,37.0029,2021,1125476.4780000001,445.2854,2583.2072,634.8664000000001,14852.215
2022-01-01,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,8151.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-01-22,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,13062.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-04-09,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,10102.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-05-14,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,8151.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-05-28,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,13062.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-09-17,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,26002.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-11-05,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,7454.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-11-12,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,2306.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-12-17,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,2,8746.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2023-01-28,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,5195.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-02-18,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,2,5736.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-03-04,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,13307.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-03-11,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,26469.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-06-10,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,4224.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-06-24,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,12977.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-08-05,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,13307.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-08-19,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,2930.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-11-25,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,2,16451.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-12-23,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,4209.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-12-30,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,2,26469.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2024-03-09,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,26936.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-04-13,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,0,37895.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-06-29,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,23638.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-07-06,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,1,14742.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-07-13,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,7551.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-09-07,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,1,34597.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-11-02,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,10850.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-11-23,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,7175.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-12-14,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,1,18679.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2025-03-29,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,5271.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-05-10,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,7916.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-06-07,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,3081.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-06-14,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,12621.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-09-06,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,1,35567.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-09-13,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,12518.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-09-20,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,23185.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-10-04,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,7746.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-10-18,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,12298.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-11-08,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,23185.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2026-03-07,Eastern Africa,Kenya,Muranga,Riots,Mob violence,2,1,21546.0,Political violence,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-04-11,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,14910.0,Political violence,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-04-18,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,0,23593.0,Political violence,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-05-23,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,12514.0,Political violence,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-06-06,Eastern Africa,Kenya,Muranga,Riots,Mob violence,1,1,7186.0,Political violence,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2008-03-08,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,2,0,,Demonstrations,1563,-0.8302,37.0029,2008,987627.6,390.72,2527.6,588.34,11241.46
2008-07-12,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,2,2,,Demonstrations,1563,-0.8302,37.0029,2008,987627.6,390.72,2527.6,588.34,11241.46
2013-03-02,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,,Demonstrations,1563,-0.8302,37.0029,2013,1046344.6,413.96000000000004,2527.6,620.52,14823.220000000001
2015-01-03,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,22735.0,Demonstrations,1563,-0.8302,37.0029,2015,1068185.0,422.6,2527.6,629.2,16999.7
2015-08-29,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,22735.0,Demonstrations,1563,-0.8302,37.0029,2015,1068185.0,422.6,2527.6,629.2,16999.7
2017-03-11,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,23708.0,Demonstrations,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2017-04-15,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,23708.0,Demonstrations,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2017-06-17,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,23708.0,Demonstrations,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2017-10-07,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,23708.0,Demonstrations,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2019-09-07,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,24626.0,Demonstrations,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2020-10-03,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,2,25080.0,Demonstrations,1563,-0.8302,37.0029,2020,1101249.0,435.7,2527.6,621.2,14532.5
2022-03-19,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,10618.0,Demonstrations,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-05-21,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,5120.0,Demonstrations,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2023-02-18,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,13307.0,Demonstrations,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2024-05-18,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,10551.0,Demonstrations,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-06-22,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,1,26936.0,Demonstrations,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-08-17,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,7965.0,Demonstrations,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-09-14,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,7502.0,Demonstrations,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2025-01-11,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,3785.0,Demonstrations,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-06-21,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,23204.0,Demonstrations,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-07-05,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,6,5,85226.0,Demonstrations,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-08-09,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,1,3270.0,Demonstrations,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-08-16,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,7660.0,Demonstrations,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2026-05-16,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,4,0,34665.0,Demonstrations,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-05-23,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,3,0,23444.0,Demonstrations,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-06-20,Eastern Africa,Kenya,Muranga,Riots,Violent demonstration,1,0,8505.0,Demonstrations,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2022-08-13,Eastern Africa,Kenya,Muranga,Strategic developments,Agreement,1,0,,Strategic developments,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2023-09-02,Eastern Africa,Kenya,Muranga,Strategic developments,Arrests,1,0,,Strategic developments,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-12-30,Eastern Africa,Kenya,Muranga,Strategic developments,Arrests,1,0,,Strategic developments,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-11-18,Eastern Africa,Kenya,Muranga,Strategic developments,Change to group/activity,1,0,,Strategic developments,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2024-10-12,Eastern Africa,Kenya,Muranga,Strategic developments,Change to group/activity,1,0,,Strategic developments,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2025-10-04,Eastern Africa,Kenya,Muranga,Strategic developments,Change to group/activity,1,0,,Strategic developments,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2026-05-23,Eastern Africa,Kenya,Muranga,Strategic developments,Change to group/activity,1,0,,Strategic developments,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2026-06-20,Eastern Africa,Kenya,Muranga,Strategic developments,Change to group/activity,1,0,,Strategic developments,1563,-0.8302,37.0029,2026,1254847.3615172782,496.46991317411243,2880.140813722485,707.8428048284569,16559.442307098438
2022-05-07,Eastern Africa,Kenya,Muranga,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2022-07-23,Eastern Africa,Kenya,Muranga,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2025-03-15,Eastern Africa,Kenya,Muranga,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-05-24,Eastern Africa,Kenya,Muranga,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-06-14,Eastern Africa,Kenya,Muranga,Strategic developments,Looting/property destruction,1,0,,Strategic developments,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2024-08-10,Eastern Africa,Kenya,Muranga,Violence against civilians,Abduction/forced disappearance,1,0,8013.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2024-12-21,Eastern Africa,Kenya,Muranga,Violence against civilians,Abduction/forced disappearance,1,0,26936.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2000-05-06,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,,Political violence,1563,-0.8302,37.0029,2000,884756.0,350.0,2527.6,488.0,7977.6
2000-11-25,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,,Political violence,1563,-0.8302,37.0029,2000,884756.0,350.0,2527.6,488.0,7977.6
2003-01-04,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,3,4,,Political violence,1563,-0.8302,37.0029,2003,923118.2,365.18,2527.6,530.96,9650.58
2007-05-19,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,3,,Political violence,1563,-0.8302,37.0029,2007,974649.4,385.58,2527.6,578.76,11082.94
2007-06-02,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,3,10,,Political violence,1563,-0.8302,37.0029,2007,974649.4,385.58,2527.6,578.76,11082.94
2009-07-25,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,,Political violence,1563,-0.8302,37.0029,2009,1000605.8,395.86,2527.6,597.92,11399.98
2013-01-26,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,,Political violence,1563,-0.8302,37.0029,2013,1046344.6,413.96000000000004,2527.6,620.52,14823.220000000001
2013-03-16,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,,Political violence,1563,-0.8302,37.0029,2013,1046344.6,413.96000000000004,2527.6,620.52,14823.220000000001
2013-08-17,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,2,,Political violence,1563,-0.8302,37.0029,2013,1046344.6,413.96000000000004,2527.6,620.52,14823.220000000001
2017-03-18,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,52089.0,Political violence,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2018-09-15,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,44645.0,Political violence,1563,-0.8302,37.0029,2018,1088023.4,430.46,2527.6,624.4000000000001,15519.380000000001
2019-01-19,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,40983.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2019-05-11,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,8780.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2019-08-24,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,1,56441.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
2022-11-19,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,10216.0,Political violence,1563,-0.8302,37.0029,2022,1150236.960516,455.08167879999996,2640.0377584,648.8334608,15178.96373
2023-07-29,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,6486.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2023-12-16,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,4,42946.0,Political violence,1563,-0.8302,37.0029,2023,1175542.173647352,465.0934757336,2698.1185890848,663.1077969376,15512.90093206
2024-11-16,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,23638.0,Political violence,1563,-0.8302,37.0029,2024,1201404.1014675938,475.3255321997392,2757.477198044666,677.6961684702272,15854.184752565321
2025-07-12,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,902.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-07-26,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,6292.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2025-11-01,Eastern Africa,Kenya,Muranga,Violence against civilians,Attack,1,0,23204.0,Political violence,1563,-0.8302,37.0029,2025,1227834.991699881,485.78269390813347,2818.141696401648,692.6054841765723,16202.976817121758
2017-09-30,Eastern Africa,Kenya,Muranga,Violence against civilians,Sexual violence,1,0,23708.0,Political violence,1563,-0.8302,37.0029,2017,1081410.6,427.84000000000003,2527.6,626.0,16012.82
2019-02-02,Eastern Africa,Kenya,Muranga,Violence against civilians,Sexual violence,1,0,10070.0,Political violence,1563,-0.8302,37.0029,2019,1094636.2,433.08,2527.6,622.8000000000001,15025.94
1997-07-19,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1997,2453908.0,3448.6,711.6,12520.5,145195.4
1997-08-02,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,1,,Political violence,1564,-1.3019,36.827,1997,2453908.0,3448.6,711.6,12520.5,145195.4
1997-10-04,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1997,2453908.0,3448.6,711.6,12520.5,145195.4
1998-04-18,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1998,2453908.0,3448.6,711.6,12520.5,145195.4
1998-11-07,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1998,2453908.0,3448.6,711.6,12520.5,145195.4
1998-11-14,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,2,0,,Political violence,1564,-1.3019,36.827,1998,2453908.0,3448.6,711.6,12520.5,145195.4
1999-02-20,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1999,2453908.0,3448.6,711.6,12520.5,145195.4
1999-04-24,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,1999,2453908.0,3448.6,711.6,12520.5,145195.4
2000-05-13,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-06-17,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,3,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-06-24,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-07-22,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,1,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-09-30,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-10-07,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,2,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-10-21,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,4,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-11-11,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,1,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2000-11-25,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,3,0,,Political violence,1564,-1.3019,36.827,2000,2453908.0,3448.6,711.6,12520.5,145195.4
2001-01-13,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,2001,2549200.0,3582.52,711.6,13167.96,153979.52
2001-02-03,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,2,,Political violence,1564,-1.3019,36.827,2001,2549200.0,3582.52,711.6,13167.96,153979.52
2001-04-14,Eastern Africa,Kenya,Nairobi,Battles,Armed clash,1,0,,Political violence,1564,-1.3019,36.827,2001,2549200.0,3582.52,711.6,13167.96,153979.52
